TX,t_y,Model,ParamSensitivity,ParamSpecificity,ProbMassFunc
68,0,"Group-level (0.7,1)",0.7,1,0.008808342
68,1,"Group-level (0.7,1)",0.7,1,0.079799609
68,2,"Group-level (0.7,1)",0.7,1,0.271027218
68,3,"Group-level (0.7,1)",0.7,1,0.408991057
68,4,"Group-level (0.7,1)",0.7,1,0.231373773
69,0,"Group-level (0.7,1)",0.7,1,0.008717908
69,1,"Group-level (0.7,1)",0.7,1,0.079269688
69,2,"Group-level (0.7,1)",0.7,1,0.270229305
69,3,"Group-level (0.7,1)",0.7,1,0.409328675
69,4,"Group-level (0.7,1)",0.7,1,0.232454425
70,0,"Group-level (0.7,1)",0.7,1,0.008636716
70,1,"Group-level (0.7,1)",0.7,1,0.078792329
70,2,"Group-level (0.7,1)",0.7,1,0.269507181
70,3,"Group-level (0.7,1)",0.7,1,0.409630669
70,4,"Group-level (0.7,1)",0.7,1,0.233433104
71,0,"Group-level (0.7,1)",0.7,1,0.008564035
71,1,"Group-level (0.7,1)",0.7,1,0.078363733
71,2,"Group-level (0.7,1)",0.7,1,0.268856132
71,3,"Group-level (0.7,1)",0.7,1,0.409900097
71,4,"Group-level (0.7,1)",0.7,1,0.234316003
72,0,"Group-level (0.7,1)",0.7,1,0.008499183
72,1,"Group-level (0.7,1)",0.7,1,0.077980287
72,2,"Group-level (0.7,1)",0.7,1,0.268271534
72,3,"Group-level (0.7,1)",0.7,1,0.410139771
72,4,"Group-level (0.7,1)",0.7,1,0.235109226
73,0,"Group-level (0.7,1)",0.7,1,0.008441522
73,1,"Group-level (0.7,1)",0.7,1,0.077638565
73,2,"Group-level (0.7,1)",0.7,1,0.267748866
73,3,"Group-level (0.7,1)",0.7,1,0.410352283
73,4,"Group-level (0.7,1)",0.7,1,0.235818764
74,0,"Group-level (0.7,1)",0.7,1,0.008390457
74,1,"Group-level (0.7,1)",0.7,1,0.077335309
74,2,"Group-level (0.7,1)",0.7,1,0.267283727
74,3,"Group-level (0.7,1)",0.7,1,0.410540028
74,4,"Group-level (0.7,1)",0.7,1,0.23645048
75,0,"Group-level (0.7,1)",0.7,1,0.008345428
75,1,"Group-level (0.7,1)",0.7,1,0.077067428
75,2,"Group-level (0.7,1)",0.7,1,0.266871838
75,3,"Group-level (0.7,1)",0.7,1,0.41070522
75,4,"Group-level (0.7,1)",0.7,1,0.237010086
76,0,"Group-level (0.7,1)",0.7,1,0.008305913
76,1,"Group-level (0.7,1)",0.7,1,0.076831984
76,2,"Group-level (0.7,1)",0.7,1,0.266509057
76,3,"Group-level (0.7,1)",0.7,1,0.410849912
76,4,"Group-level (0.7,1)",0.7,1,0.237503134
77,0,"Group-level (0.7,1)",0.7,1,0.008271419
77,1,"Group-level (0.7,1)",0.7,1,0.076626189
77,2,"Group-level (0.7,1)",0.7,1,0.266191386
77,3,"Group-level (0.7,1)",0.7,1,0.410976009
77,4,"Group-level (0.7,1)",0.7,1,0.237934997
78,0,"Group-level (0.7,1)",0.7,1,0.008241486
78,1,"Group-level (0.7,1)",0.7,1,0.076447398
78,2,"Group-level (0.7,1)",0.7,1,0.265914974
78,3,"Group-level (0.7,1)",0.7,1,0.411085282
78,4,"Group-level (0.7,1)",0.7,1,0.23831086
79,0,"Group-level (0.7,1)",0.7,1,0.008215678
79,1,"Group-level (0.7,1)",0.7,1,0.076293105
79,2,"Group-level (0.7,1)",0.7,1,0.265676127
79,3,"Group-level (0.7,1)",0.7,1,0.411179381
79,4,"Group-level (0.7,1)",0.7,1,0.238635708
80,0,"Group-level (0.7,1)",0.7,1,0.008193589
80,1,"Group-level (0.7,1)",0.7,1,0.076160938
80,2,"Group-level (0.7,1)",0.7,1,0.26547131
80,3,"Group-level (0.7,1)",0.7,1,0.411259842
80,4,"Group-level (0.7,1)",0.7,1,0.238914321
81,0,"Group-level (0.7,1)",0.7,1,0.008174836
81,1,"Group-level (0.7,1)",0.7,1,0.076048655
81,2,"Group-level (0.7,1)",0.7,1,0.265297151
81,3,"Group-level (0.7,1)",0.7,1,0.411328096
81,4,"Group-level (0.7,1)",0.7,1,0.239151262
82,0,"Group-level (0.7,1)",0.7,1,0.008159058
82,1,"Group-level (0.7,1)",0.7,1,0.075954141
82,2,"Group-level (0.7,1)",0.7,1,0.265150448
82,3,"Group-level (0.7,1)",0.7,1,0.41138548
82,4,"Group-level (0.7,1)",0.7,1,0.239350873
83,0,"Group-level (0.7,1)",0.7,1,0.00814592
83,1,"Group-level (0.7,1)",0.7,1,0.075875406
83,2,"Group-level (0.7,1)",0.7,1,0.265028166
83,3,"Group-level (0.7,1)",0.7,1,0.411433237
83,4,"Group-level (0.7,1)",0.7,1,0.23951727
84,0,"Group-level (0.7,1)",0.7,1,0.008135107
84,1,"Group-level (0.7,1)",0.7,1,0.075810583
84,2,"Group-level (0.7,1)",0.7,1,0.264927445
84,3,"Group-level (0.7,1)",0.7,1,0.411472526
84,4,"Group-level (0.7,1)",0.7,1,0.239654339
85,0,"Group-level (0.7,1)",0.7,1,0.008126326
85,1,"Group-level (0.7,1)",0.7,1,0.075757925
85,2,"Group-level (0.7,1)",0.7,1,0.264845597
85,3,"Group-level (0.7,1)",0.7,1,0.411504423
85,4,"Group-level (0.7,1)",0.7,1,0.239765729
86,0,"Group-level (0.7,1)",0.7,1,0.008119303
86,1,"Group-level (0.7,1)",0.7,1,0.075715805
86,2,"Group-level (0.7,1)",0.7,1,0.264780111
86,3,"Group-level (0.7,1)",0.7,1,0.411529925
86,4,"Group-level (0.7,1)",0.7,1,0.239854855
87,0,"Group-level (0.7,1)",0.7,1,0.008113787
87,1,"Group-level (0.7,1)",0.7,1,0.075682715
87,2,"Group-level (0.7,1)",0.7,1,0.264728655
87,3,"Group-level (0.7,1)",0.7,1,0.411549954
87,4,"Group-level (0.7,1)",0.7,1,0.23992489
88,0,"Group-level (0.7,1)",0.7,1,0.008109544
88,1,"Group-level (0.7,1)",0.7,1,0.075657263
88,2,"Group-level (0.7,1)",0.7,1,0.26468907
88,3,"Group-level (0.7,1)",0.7,1,0.411565356
88,4,"Group-level (0.7,1)",0.7,1,0.239978767
89,0,"Group-level (0.7,1)",0.7,1,0.008106363
89,1,"Group-level (0.7,1)",0.7,1,0.075638174
89,2,"Group-level (0.7,1)",0.7,1,0.264659381
89,3,"Group-level (0.7,1)",0.7,1,0.411576906
89,4,"Group-level (0.7,1)",0.7,1,0.240019177
90,0,"Group-level (0.7,1)",0.7,1,0.008104049
90,1,"Group-level (0.7,1)",0.7,1,0.075624293
90,2,"Group-level (0.7,1)",0.7,1,0.264637788
90,3,"Group-level (0.7,1)",0.7,1,0.411585304
90,4,"Group-level (0.7,1)",0.7,1,0.240048566
91,0,"Group-level (0.7,1)",0.7,1,0.008102429
91,1,"Group-level (0.7,1)",0.7,1,0.075614575
91,2,"Group-level (0.7,1)",0.7,1,0.264622673
91,3,"Group-level (0.7,1)",0.7,1,0.411591183
91,4,"Group-level (0.7,1)",0.7,1,0.24006914
92,0,"Group-level (0.7,1)",0.7,1,0.00810135
92,1,"Group-level (0.7,1)",0.7,1,0.075608097
92,2,"Group-level (0.7,1)",0.7,1,0.264612596
92,3,"Group-level (0.7,1)",0.7,1,0.411595102
92,4,"Group-level (0.7,1)",0.7,1,0.240082855
93,0,"Group-level (0.7,1)",0.7,1,0.008100675
93,1,"Group-level (0.7,1)",0.7,1,0.075604049
93,2,"Group-level (0.7,1)",0.7,1,0.264606298
93,3,"Group-level (0.7,1)",0.7,1,0.411597551
93,4,"Group-level (0.7,1)",0.7,1,0.240091428
94,0,"Group-level (0.7,1)",0.7,1,0.008100289
94,1,"Group-level (0.7,1)",0.7,1,0.075601735
94,2,"Group-level (0.7,1)",0.7,1,0.264602699
94,3,"Group-level (0.7,1)",0.7,1,0.41159895
94,4,"Group-level (0.7,1)",0.7,1,0.240096326
95,0,"Group-level (0.7,1)",0.7,1,0.008100096
95,1,"Group-level (0.7,1)",0.7,1,0.075600578
95,2,"Group-level (0.7,1)",0.7,1,0.2646009
95,3,"Group-level (0.7,1)",0.7,1,0.41159965
95,4,"Group-level (0.7,1)",0.7,1,0.240098775
96,0,"Group-level (0.7,1)",0.7,1,0.008100019
96,1,"Group-level (0.7,1)",0.7,1,0.075600116
96,2,"Group-level (0.7,1)",0.7,1,0.26460018
96,3,"Group-level (0.7,1)",0.7,1,0.41159993
96,4,"Group-level (0.7,1)",0.7,1,0.240099755
97,0,"Group-level (0.7,1)",0.7,1,0.0081
97,1,"Group-level (0.7,1)",0.7,1,0.0756
97,2,"Group-level (0.7,1)",0.7,1,0.2646
97,3,"Group-level (0.7,1)",0.7,1,0.4116
97,4,"Group-level (0.7,1)",0.7,1,0.2401
98,0,"Group-level (0.7,1)",0.7,1,0.0081
98,1,"Group-level (0.7,1)",0.7,1,0.0756
98,2,"Group-level (0.7,1)",0.7,1,0.2646
98,3,"Group-level (0.7,1)",0.7,1,0.4116
98,4,"Group-level (0.7,1)",0.7,1,0.2401
99,0,"Group-level (0.7,1)",0.7,1,0.0081
99,1,"Group-level (0.7,1)",0.7,1,0.0756
99,2,"Group-level (0.7,1)",0.7,1,0.2646
99,3,"Group-level (0.7,1)",0.7,1,0.4116
99,4,"Group-level (0.7,1)",0.7,1,0.2401
100,0,"Group-level (0.7,1)",0.7,1,0.0081
100,1,"Group-level (0.7,1)",0.7,1,0.0756
100,2,"Group-level (0.7,1)",0.7,1,0.2646
100,3,"Group-level (0.7,1)",0.7,1,0.4116
100,4,"Group-level (0.7,1)",0.7,1,0.2401
0,0,"Group-level (0.7,0.8)",0.7,0.8,0.4096
0,1,"Group-level (0.7,0.8)",0.7,0.8,0.4096
0,2,"Group-level (0.7,0.8)",0.7,0.8,0.1536
0,3,"Group-level (0.7,0.8)",0.7,0.8,0.0256
0,4,"Group-level (0.7,0.8)",0.7,0.8,0.0016
1,0,"Group-level (0.7,0.8)",0.7,0.8,0.36864
1,1,"Group-level (0.7,0.8)",0.7,0.8,0.41984
1,2,"Group-level (0.7,0.8)",0.7,0.8,0.17664
1,3,"Group-level (0.7,0.8)",0.7,0.8,0.03264
1,4,"Group-level (0.7,0.8)",0.7,0.8,0.00224
2,0,"Group-level (0.7,0.8)",0.7,0.8,0.332024242
2,1,"Group-level (0.7,0.8)",0.7,0.8,0.425115152
2,2,"Group-level (0.7,0.8)",0.7,0.8,0.199175758
2,3,"Group-level (0.7,0.8)",0.7,0.8,0.040630303
2,4,"Group-level (0.7,0.8)",0.7,0.8,0.003054545
3,0,"Group-level (0.7,0.8)",0.7,0.8,0.299284106
3,1,"Group-level (0.7,0.8)",0.7,0.8,0.42629462
3,2,"Group-level (0.7,0.8)",0.7,0.8,0.220847495
3,3,"Group-level (0.7,0.8)",0.7,0.8,0.049507978
3,4,"Group-level (0.7,0.8)",0.7,0.8,0.004065801
4,0,"Group-level (0.7,0.8)",0.7,0.8,0.270001339
4,1,"Group-level (0.7,0.8)",0.7,0.8,0.42412542
4,2,"Group-level (0.7,0.8)",0.7,0.8,0.241386914
4,3,"Group-level (0.7,0.8)",0.7,0.8,0.059192625
4,4,"Group-level (0.7,0.8)",0.7,0.8,0.005293703
5,0,"Group-level (0.7,0.8)",0.7,0.8,0.24380275
5,1,"Group-level (0.7,0.8)",0.7,0.8,0.419247707
5,2,"Group-level (0.7,0.8)",0.7,0.8,0.260602035
5,3,"Group-level (0.7,0.8)",0.7,0.8,0.069592038
5,4,"Group-level (0.7,0.8)",0.7,0.8,0.006755469
6,0,"Group-level (0.7,0.8)",0.7,0.8,0.22035545
6,1,"Group-level (0.7,0.8)",0.7,0.8,0.412208314
6,2,"Group-level (0.7,0.8)",0.7,0.8,0.278364096
6,3,"Group-level (0.7,0.8)",0.7,0.8,0.080606866
6,4,"Group-level (0.7,0.8)",0.7,0.8,0.008465274
7,0,"Group-level (0.7,0.8)",0.7,0.8,0.199362566
7,1,"Group-level (0.7,0.8)",0.7,0.8,0.40347273
7,2,"Group-level (0.7,0.8)",0.7,0.8,0.294596243
7,3,"Group-level (0.7,0.8)",0.7,0.8,0.092134401
7,4,"Group-level (0.7,0.8)",0.7,0.8,0.01043406
8,0,"Group-level (0.7,0.8)",0.7,0.8,0.180559411
8,1,"Group-level (0.7,0.8)",0.7,0.8,0.393435671
8,2,"Group-level (0.7,0.8)",0.7,0.8,0.309263822
8,3,"Group-level (0.7,0.8)",0.7,0.8,0.10407163
8,4,"Group-level (0.7,0.8)",0.7,0.8,0.012669467
9,0,"Group-level (0.7,0.8)",0.7,0.8,0.163710035
9,1,"Group-level (0.7,0.8)",0.7,0.8,0.382430411
9,2,"Group-level (0.7,0.8)",0.7,0.8,0.322366071
9,3,"Group-level (0.7,0.8)",0.7,0.8,0.116317634
9,4,"Group-level (0.7,0.8)",0.7,0.8,0.015175849
10,0,"Group-level (0.7,0.8)",0.7,0.8,0.148604146
10,1,"Group-level (0.7,0.8)",0.7,0.8,0.370736994
10,2,"Group-level (0.7,0.8)",0.7,0.8,0.333929042
10,3,"Group-level (0.7,0.8)",0.7,0.8,0.12877545
10,4,"Group-level (0.7,0.8)",0.7,0.8,0.017954369
11,0,"Group-level (0.7,0.8)",0.7,0.8,0.135054345
11,1,"Group-level (0.7,0.8)",0.7,0.8,0.358589449
11,2,"Group-level (0.7,0.8)",0.7,0.8,0.343999598
11,3,"Group-level (0.7,0.8)",0.7,0.8,0.141353458
11,4,"Group-level (0.7,0.8)",0.7,0.8,0.02100315
12,0,"Group-level (0.7,0.8)",0.7,0.8,0.122893656
12,1,"Group-level (0.7,0.8)",0.7,0.8,0.346182135
12,2,"Group-level (0.7,0.8)",0.7,0.8,0.352640351
12,3,"Group-level (0.7,0.8)",0.7,0.8,0.153966387
12,4,"Group-level (0.7,0.8)",0.7,0.8,0.024317471
13,0,"Group-level (0.7,0.8)",0.7,0.8,0.111973311
13,1,"Group-level (0.7,0.8)",0.7,0.8,0.333675286
13,2,"Group-level (0.7,0.8)",0.7,0.8,0.359925421
13,3,"Group-level (0.7,0.8)",0.7,0.8,0.166535989
13,4,"Group-level (0.7,0.8)",0.7,0.8,0.027889994
14,0,"Group-level (0.7,0.8)",0.7,0.8,0.102160774
14,1,"Group-level (0.7,0.8)",0.7,0.8,0.321199876
14,2,"Group-level (0.7,0.8)",0.7,0.8,0.365936899
14,3,"Group-level (0.7,0.8)",0.7,0.8,0.178991437
14,4,"Group-level (0.7,0.8)",0.7,0.8,0.031711014
15,0,"Group-level (0.7,0.8)",0.7,0.8,0.093337973
15,1,"Group-level (0.7,0.8)",0.7,0.8,0.308861858
15,2,"Group-level (0.7,0.8)",0.7,0.8,0.370761933
15,3,"Group-level (0.7,0.8)",0.7,0.8,0.191269511
15,4,"Group-level (0.7,0.8)",0.7,0.8,0.035768725
16,0,"Group-level (0.7,0.8)",0.7,0.8,0.085399726
16,1,"Group-level (0.7,0.8)",0.7,0.8,0.296745859
16,2,"Group-level (0.7,0.8)",0.7,0.8,0.374490337
16,3,"Group-level (0.7,0.8)",0.7,0.8,0.203314591
16,4,"Group-level (0.7,0.8)",0.7,0.8,0.040049487
17,0,"Group-level (0.7,0.8)",0.7,0.8,0.078252322
17,1,"Group-level (0.7,0.8)",0.7,0.8,0.2849184
17,2,"Group-level (0.7,0.8)",0.7,0.8,0.377212659
17,3,"Group-level (0.7,0.8)",0.7,0.8,0.21507852
17,4,"Group-level (0.7,0.8)",0.7,0.8,0.044538098
18,0,"Group-level (0.7,0.8)",0.7,0.8,0.071812275
18,1,"Group-level (0.7,0.8)",0.7,0.8,0.273430686
18,2,"Group-level (0.7,0.8)",0.7,0.8,0.379018635
18,3,"Group-level (0.7,0.8)",0.7,0.8,0.226520342
18,4,"Group-level (0.7,0.8)",0.7,0.8,0.049218062
19,0,"Group-level (0.7,0.8)",0.7,0.8,0.066005194
19,1,"Group-level (0.7,0.8)",0.7,0.8,0.262321023
19,2,"Group-level (0.7,0.8)",0.7,0.8,0.379995975
19,3,"Group-level (0.7,0.8)",0.7,0.8,0.237605963
19,4,"Group-level (0.7,0.8)",0.7,0.8,0.054071845
20,0,"Group-level (0.7,0.8)",0.7,0.8,0.060764787
20,1,"Group-level (0.7,0.8)",0.7,0.8,0.251616908
20,2,"Group-level (0.7,0.8)",0.7,0.8,0.380229435
20,3,"Group-level (0.7,0.8)",0.7,0.8,0.248307742
20,4,"Group-level (0.7,0.8)",0.7,0.8,0.059081127
21,0,"Group-level (0.7,0.8)",0.7,0.8,0.05603197
21,1,"Group-level (0.7,0.8)",0.7,0.8,0.241336832
21,2,"Group-level (0.7,0.8)",0.7,0.8,0.379800115
21,3,"Group-level (0.7,0.8)",0.7,0.8,0.258604051
21,4,"Group-level (0.7,0.8)",0.7,0.8,0.064227031
22,0,"Group-level (0.7,0.8)",0.7,0.8,0.051754073
22,1,"Group-level (0.7,0.8)",0.7,0.8,0.231491829
22,2,"Group-level (0.7,0.8)",0.7,0.8,0.378784964
22,3,"Group-level (0.7,0.8)",0.7,0.8,0.268478791
22,4,"Group-level (0.7,0.8)",0.7,0.8,0.069490342
23,0,"Group-level (0.7,0.8)",0.7,0.8,0.047884132
23,1,"Group-level (0.7,0.8)",0.7,0.8,0.222086803
23,2,"Group-level (0.7,0.8)",0.7,0.8,0.377256442
23,3,"Group-level (0.7,0.8)",0.7,0.8,0.277920909
23,4,"Group-level (0.7,0.8)",0.7,0.8,0.074851713
24,0,"Group-level (0.7,0.8)",0.7,0.8,0.04438026
24,1,"Group-level (0.7,0.8)",0.7,0.8,0.213121666
24,2,"Group-level (0.7,0.8)",0.7,0.8,0.375282324
24,3,"Group-level (0.7,0.8)",0.7,0.8,0.286923902
24,4,"Group-level (0.7,0.8)",0.7,0.8,0.080291848
25,0,"Group-level (0.7,0.8)",0.7,0.8,0.04120509
25,1,"Group-level (0.7,0.8)",0.7,0.8,0.204592304
25,2,"Group-level (0.7,0.8)",0.7,0.8,0.372925606
25,3,"Group-level (0.7,0.8)",0.7,0.8,0.295485335
25,4,"Group-level (0.7,0.8)",0.7,0.8,0.085791664
26,0,"Group-level (0.7,0.8)",0.7,0.8,0.038325274
26,1,"Group-level (0.7,0.8)",0.7,0.8,0.196491402
26,2,"Group-level (0.7,0.8)",0.7,0.8,0.370244509
26,3,"Group-level (0.7,0.8)",0.7,0.8,0.303606365
26,4,"Group-level (0.7,0.8)",0.7,0.8,0.09133245
27,0,"Group-level (0.7,0.8)",0.7,0.8,0.035711039
27,1,"Group-level (0.7,0.8)",0.7,0.8,0.188809138
27,2,"Group-level (0.7,0.8)",0.7,0.8,0.367292544
27,3,"Group-level (0.7,0.8)",0.7,0.8,0.311291288
27,4,"Group-level (0.7,0.8)",0.7,0.8,0.096895991
28,0,"Group-level (0.7,0.8)",0.7,0.8,0.033335797
28,1,"Group-level (0.7,0.8)",0.7,0.8,0.181533768
28,2,"Group-level (0.7,0.8)",0.7,0.8,0.364118641
28,3,"Group-level (0.7,0.8)",0.7,0.8,0.318547106
28,4,"Group-level (0.7,0.8)",0.7,0.8,0.102464688
29,0,"Group-level (0.7,0.8)",0.7,0.8,0.031175791
29,1,"Group-level (0.7,0.8)",0.7,0.8,0.174652122
29,2,"Group-level (0.7,0.8)",0.7,0.8,0.360767309
29,3,"Group-level (0.7,0.8)",0.7,0.8,0.325383126
29,4,"Group-level (0.7,0.8)",0.7,0.8,0.108021652
30,0,"Group-level (0.7,0.8)",0.7,0.8,0.029209787
30,1,"Group-level (0.7,0.8)",0.7,0.8,0.16815001
30,2,"Group-level (0.7,0.8)",0.7,0.8,0.357278839
30,3,"Group-level (0.7,0.8)",0.7,0.8,0.331810575
30,4,"Group-level (0.7,0.8)",0.7,0.8,0.11355079
31,0,"Group-level (0.7,0.8)",0.7,0.8,0.027418792
31,1,"Group-level (0.7,0.8)",0.7,0.8,0.162012563
31,2,"Group-level (0.7,0.8)",0.7,0.8,0.353689516
31,3,"Group-level (0.7,0.8)",0.7,0.8,0.337842255
31,4,"Group-level (0.7,0.8)",0.7,0.8,0.119036873
32,0,"Group-level (0.7,0.8)",0.7,0.8,0.025785816
32,1,"Group-level (0.7,0.8)",0.7,0.8,0.156224515
32,2,"Group-level (0.7,0.8)",0.7,0.8,0.350031857
32,3,"Group-level (0.7,0.8)",0.7,0.8,0.343492224
32,4,"Group-level (0.7,0.8)",0.7,0.8,0.124465588
33,0,"Group-level (0.7,0.8)",0.7,0.8,0.024295643
33,1,"Group-level (0.7,0.8)",0.7,0.8,0.150770431
33,2,"Group-level (0.7,0.8)",0.7,0.8,0.346334844
33,3,"Group-level (0.7,0.8)",0.7,0.8,0.348775503
33,4,"Group-level (0.7,0.8)",0.7,0.8,0.129823579
34,0,"Group-level (0.7,0.8)",0.7,0.8,0.022934648
34,1,"Group-level (0.7,0.8)",0.7,0.8,0.145634889
34,2,"Group-level (0.7,0.8)",0.7,0.8,0.342624167
34,3,"Group-level (0.7,0.8)",0.7,0.8,0.353707818
34,4,"Group-level (0.7,0.8)",0.7,0.8,0.135098478
35,0,"Group-level (0.7,0.8)",0.7,0.8,0.021690615
35,1,"Group-level (0.7,0.8)",0.7,0.8,0.140802633
35,2,"Group-level (0.7,0.8)",0.7,0.8,0.338922468
35,3,"Group-level (0.7,0.8)",0.7,0.8,0.358305363
35,4,"Group-level (0.7,0.8)",0.7,0.8,0.140278921
36,0,"Group-level (0.7,0.8)",0.7,0.8,0.020552588
36,1,"Group-level (0.7,0.8)",0.7,0.8,0.136258688
36,2,"Group-level (0.7,0.8)",0.7,0.8,0.335249571
36,3,"Group-level (0.7,0.8)",0.7,0.8,0.362584599
36,4,"Group-level (0.7,0.8)",0.7,0.8,0.145354554
37,0,"Group-level (0.7,0.8)",0.7,0.8,0.019510736
37,1,"Group-level (0.7,0.8)",0.7,0.8,0.131988446
37,2,"Group-level (0.7,0.8)",0.7,0.8,0.331622711
37,3,"Group-level (0.7,0.8)",0.7,0.8,0.366562068
37,4,"Group-level (0.7,0.8)",0.7,0.8,0.150316039
38,0,"Group-level (0.7,0.8)",0.7,0.8,0.018556226
38,1,"Group-level (0.7,0.8)",0.7,0.8,0.127977743
38,2,"Group-level (0.7,0.8)",0.7,0.8,0.328056754
38,3,"Group-level (0.7,0.8)",0.7,0.8,0.370254241
38,4,"Group-level (0.7,0.8)",0.7,0.8,0.155155036
39,0,"Group-level (0.7,0.8)",0.7,0.8,0.017681122
39,1,"Group-level (0.7,0.8)",0.7,0.8,0.124212898
39,2,"Group-level (0.7,0.8)",0.7,0.8,0.324564404
39,3,"Group-level (0.7,0.8)",0.7,0.8,0.373677384
39,4,"Group-level (0.7,0.8)",0.7,0.8,0.159864192
40,0,"Group-level (0.7,0.8)",0.7,0.8,0.016878285
40,1,"Group-level (0.7,0.8)",0.7,0.8,0.120680755
40,2,"Group-level (0.7,0.8)",0.7,0.8,0.321156399
40,3,"Group-level (0.7,0.8)",0.7,0.8,0.376847442
40,4,"Group-level (0.7,0.8)",0.7,0.8,0.164437119
41,0,"Group-level (0.7,0.8)",0.7,0.8,0.016141287
41,1,"Group-level (0.7,0.8)",0.7,0.8,0.117368704
41,2,"Group-level (0.7,0.8)",0.7,0.8,0.317841698
41,3,"Group-level (0.7,0.8)",0.7,0.8,0.379779948
41,4,"Group-level (0.7,0.8)",0.7,0.8,0.168868364
42,0,"Group-level (0.7,0.8)",0.7,0.8,0.015464338
42,1,"Group-level (0.7,0.8)",0.7,0.8,0.114264685
42,2,"Group-level (0.7,0.8)",0.7,0.8,0.314627653
42,3,"Group-level (0.7,0.8)",0.7,0.8,0.382489948
42,4,"Group-level (0.7,0.8)",0.7,0.8,0.173153376
43,0,"Group-level (0.7,0.8)",0.7,0.8,0.014842218
43,1,"Group-level (0.7,0.8)",0.7,0.8,0.111357202
43,2,"Group-level (0.7,0.8)",0.7,0.8,0.311520169
43,3,"Group-level (0.7,0.8)",0.7,0.8,0.384991938
43,4,"Group-level (0.7,0.8)",0.7,0.8,0.177288473
44,0,"Group-level (0.7,0.8)",0.7,0.8,0.014270214
44,1,"Group-level (0.7,0.8)",0.7,0.8,0.108635309
44,2,"Group-level (0.7,0.8)",0.7,0.8,0.308523855
44,3,"Group-level (0.7,0.8)",0.7,0.8,0.387299819
44,4,"Group-level (0.7,0.8)",0.7,0.8,0.181270802
45,0,"Group-level (0.7,0.8)",0.7,0.8,0.013744071
45,1,"Group-level (0.7,0.8)",0.7,0.8,0.106088607
45,2,"Group-level (0.7,0.8)",0.7,0.8,0.305642161
45,3,"Group-level (0.7,0.8)",0.7,0.8,0.389426865
45,4,"Group-level (0.7,0.8)",0.7,0.8,0.185098296
46,0,"Group-level (0.7,0.8)",0.7,0.8,0.013259939
46,1,"Group-level (0.7,0.8)",0.7,0.8,0.103707228
46,2,"Group-level (0.7,0.8)",0.7,0.8,0.302877501
46,3,"Group-level (0.7,0.8)",0.7,0.8,0.391385701
46,4,"Group-level (0.7,0.8)",0.7,0.8,0.18876963
47,0,"Group-level (0.7,0.8)",0.7,0.8,0.012814334
47,1,"Group-level (0.7,0.8)",0.7,0.8,0.101481819
47,2,"Group-level (0.7,0.8)",0.7,0.8,0.300231376
47,3,"Group-level (0.7,0.8)",0.7,0.8,0.393188289
47,4,"Group-level (0.7,0.8)",0.7,0.8,0.192284181
48,0,"Group-level (0.7,0.8)",0.7,0.8,0.012404101
48,1,"Group-level (0.7,0.8)",0.7,0.8,0.099403525
48,2,"Group-level (0.7,0.8)",0.7,0.8,0.297704472
48,3,"Group-level (0.7,0.8)",0.7,0.8,0.394845925
48,4,"Group-level (0.7,0.8)",0.7,0.8,0.195641976
49,0,"Group-level (0.7,0.8)",0.7,0.8,0.012026376
49,1,"Group-level (0.7,0.8)",0.7,0.8,0.097463964
49,2,"Group-level (0.7,0.8)",0.7,0.8,0.295296764
49,3,"Group-level (0.7,0.8)",0.7,0.8,0.396369245
49,4,"Group-level (0.7,0.8)",0.7,0.8,0.198843651
50,0,"Group-level (0.7,0.8)",0.7,0.8,0.011678559
50,1,"Group-level (0.7,0.8)",0.7,0.8,0.095655211
50,2,"Group-level (0.7,0.8)",0.7,0.8,0.293007597
50,3,"Group-level (0.7,0.8)",0.7,0.8,0.39776823
50,4,"Group-level (0.7,0.8)",0.7,0.8,0.201890403
51,0,"Group-level (0.7,0.8)",0.7,0.8,0.011358287
51,1,"Group-level (0.7,0.8)",0.7,0.8,0.093969772
51,2,"Group-level (0.7,0.8)",0.7,0.8,0.290835769
51,3,"Group-level (0.7,0.8)",0.7,0.8,0.399052226
51,4,"Group-level (0.7,0.8)",0.7,0.8,0.204783946
52,0,"Group-level (0.7,0.8)",0.7,0.8,0.011063408
52,1,"Group-level (0.7,0.8)",0.7,0.8,0.092400565
52,2,"Group-level (0.7,0.8)",0.7,0.8,0.288779605
52,3,"Group-level (0.7,0.8)",0.7,0.8,0.400229961
52,4,"Group-level (0.7,0.8)",0.7,0.8,0.207526462
53,0,"Group-level (0.7,0.8)",0.7,0.8,0.01079196
53,1,"Group-level (0.7,0.8)",0.7,0.8,0.090940894
53,2,"Group-level (0.7,0.8)",0.7,0.8,0.286837017
53,3,"Group-level (0.7,0.8)",0.7,0.8,0.401309566
53,4,"Group-level (0.7,0.8)",0.7,0.8,0.210120563
54,0,"Group-level (0.7,0.8)",0.7,0.8,0.010542154
54,1,"Group-level (0.7,0.8)",0.7,0.8,0.08958443
54,2,"Group-level (0.7,0.8)",0.7,0.8,0.285005566
54,3,"Group-level (0.7,0.8)",0.7,0.8,0.402298604
54,4,"Group-level (0.7,0.8)",0.7,0.8,0.212569246
55,0,"Group-level (0.7,0.8)",0.7,0.8,0.010312354
55,1,"Group-level (0.7,0.8)",0.7,0.8,0.08832519
55,2,"Group-level (0.7,0.8)",0.7,0.8,0.283282515
55,3,"Group-level (0.7,0.8)",0.7,0.8,0.403204093
